insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (1, 'Aubert Chanter', 716936625, '1989-12-19', 'Biyang');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13808, 'Julieta Spinks', 630635683, '1939-09-12', 'Barra Bonita');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13809, 'Ardisj Trittam', 780464603, '1977-11-06', 'Tanjungbatu');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13810, 'Gustaf Chansonne', 502381745, '1943-01-09', 'Rudnichnyy');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13811, 'Cassandre Abramin', 974908567, '1937-07-06', 'Bílovec');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13812, 'Orazio Aloshechkin', 990480551, '1936-03-18', 'Yayao');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13813, 'Happy Moff', 592229753, '1937-02-24', 'Milano');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13814, 'Phelia Gladwin', 122142170, '2003-08-29', 'Fūman');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13815, 'Tome Harback', 317009392, '1942-10-26', 'Fengle');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13816, 'Aland Santus', 896892777, '2004-04-14', 'Panalo-on');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13817, 'Pen McEllen', 183984172, '1998-08-18', 'Ujung Gading');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13818, 'Mohandas Cahn', 510689466, '1947-12-15', 'Obigarm');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13819, 'Vaughn Braghini', 177863440, '1955-01-21', 'Los Angeles');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13820, 'Goddard Thouless', 968489146, '1943-10-30', 'Kamaishi');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13821, 'Clerkclaude Rickaert', 229420797, '1979-11-27', '‘Abs');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13822, 'Audie Geill', 959568484, '2004-07-25', 'Roioen');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13823, 'Cthrine Hourihane', 303663400, '1949-06-14', 'Wakkanai');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13824, 'Raimundo Poyle', 610378614, '1984-01-24', 'Sucun');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13825, 'Laird Canacott', 171514599, '1963-11-24', 'Sibreh');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13826, 'Skylar Keesman', 413152258, '1957-08-22', 'Ponyri Vtoryye');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13827, 'Annalise Yanshin', 595553730, '1978-08-18', 'Akbarābād');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13828, 'Esmaria Bellefonte', 113957213, '1965-03-14', 'Simpang');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13829, 'Chico Cicetti', 375807228, '1993-03-08', 'Strzelce');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13830, 'Hartwell Absolom', 537281151, '1947-08-18', 'Arvika');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13831, 'Amabelle Benyan', 658105953, '1978-09-08', 'Sanguansi');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13832, 'Celestyn Kerridge', 440265677, '1951-10-07', 'Lipu');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13833, 'Lane Dyas', 227669934, '2005-08-24', 'Jangkungkusumo');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13834, 'Janet Walling', 479098249, '1952-01-03', 'Krajan Joho');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13835, 'Jobye Kentish', 683653616, '1962-08-12', 'Pasto');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13836, 'Tiff Kenvin', 369050526, '1946-09-15', 'Göteborg');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13837, 'Gwenny Oda', 920767561, '1940-04-06', 'Uddiawan');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13838, 'Latia Klaussen', 818650533, '1946-02-13', 'Ondangwa');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13839, 'Arnoldo Simm', 194431435, '1948-07-02', 'Mont-de-Marsan');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13840, 'Debor Fulep', 567647033, '1999-03-14', 'Nagornyy');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13841, 'Marty Ibanez', 238154160, '1941-04-03', 'Warnes');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13842, 'Arlin Gerrelts', 349850262, '1989-06-15', 'Cipari');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13843, 'Katine Claige', 175516956, '1987-01-04', 'Chaihu');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13844, 'Northrop Giovannelli', 575060771, '1934-08-08', 'Shengshan');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13845, 'Amby Casaroli', 907881635, '1947-10-15', 'Iwkowa');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13846, 'Seka Achurch', 624220583, '1974-12-21', 'Lintingkou');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13847, 'Kaye Hutson', 221873770, '2005-03-03', 'Mizque');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13848, 'Alick Stinton', 762146144, '1965-03-07', 'Cigembong');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13849, 'Vaughan Rippin', 719470238, '1969-05-04', 'Nancheng');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13850, 'Melissa Schindler', 773934898, '1934-10-29', 'Palkovice');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13851, 'Crissy Cockshut', 620048427, '1993-06-27', 'Kamensk-Ural’skiy');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13852, 'Marya Cristofori', 530622570, '1996-04-14', 'Xinhang');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13853, 'Clem Pavlik', 774570649, '1981-08-23', 'Shatian');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13854, 'Channa Treppas', 990977211, '1999-03-03', 'Chazón');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13855, 'Niki Barlie', 300408643, '1950-10-04', 'Blobo');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13856, 'Gannon Harrowell', 736301352, '1936-09-23', 'Capanema');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13857, 'Camellia Glitherow', 949020006, '1981-03-23', 'Chavães');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13858, 'Burnard Leither', 983737395, '1989-01-20', 'Wilanagara');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13859, 'Shena Di Ruggiero', 317722656, '1945-07-11', 'Vittoriosa');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13860, 'Bevon Doxsey', 282758290, '1956-03-06', 'Nagu');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13861, 'Antone Dykes', 462750374, '1996-01-12', 'San Rafael');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13862, 'Nichol Keat', 230759318, '1966-11-08', 'Maubara');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13863, 'Siward Ammer', 854159336, '1944-09-02', 'Malabor');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13864, 'Debora Whibley', 803009984, '2002-10-12', 'Tanjungpati');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13865, 'Gibby Briddle', 547569615, '1960-04-20', 'Kamyshin');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13866, 'Zerk Karle', 423840919, '1940-02-26', 'Isu');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13867, 'Christiano Merrill', 874753293, '1946-06-05', 'Ras al-Khaimah');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13868, 'Ardath Cameli', 563354922, '1956-02-11', '5 de Mayo');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13869, 'Virginia Hickin', 812234544, '1967-03-09', 'Sabaneta');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13870, 'Alanah Gregoraci', 535322148, '1963-01-14', 'Pásion');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13871, 'Sherm Beglin', 553237915, '1960-12-21', 'Tqibuli');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13872, 'Pammi Cartmail', 905780989, '1956-12-17', 'Redon');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13873, 'Katey Pyrton', 863457745, '1969-12-28', 'Klavdiyevo-Tarasove');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13874, 'Ced Barzen', 270723922, '1995-04-03', 'Encruzilhada do Sul');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13875, 'Gunar Balfour', 888328025, '1964-07-17', 'Huazhou');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13876, 'Falito Tow', 600035309, '1935-03-03', 'Warungtanjung');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13877, 'Rosabella Pasley', 938627143, '1975-09-12', 'Rio das Ostras');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13878, 'Thebault Douthwaite', 247619558, '1967-05-08', 'Kaum');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13879, 'Lela Probetts', 990665290, '1971-02-10', 'Sukadana');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13880, 'Adrianne Dantesia', 355561894, '1984-09-26', 'Nggesa');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13881, 'Neda Mooreed', 900137765, '2004-08-02', 'Yangjiaping');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13882, 'Bonnie Louis', 343108663, '1939-01-27', 'Debeljača');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13883, 'Sena Everix', 815170518, '1939-03-13', 'Carot');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13884, 'Gertrudis Muzzi', 551043356, '1962-03-18', 'Hinapalanan');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13885, 'Sharona MacTrustam', 851167752, '1988-07-18', 'Laguna');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13886, 'Ernesto Theobalds', 221382367, '1977-01-01', 'Węgliniec');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13887, 'Didi Morden', 426190314, '1975-02-03', 'Adiaké');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13888, 'Nil Marson', 541190904, '1987-12-16', 'Ust’-Izhora');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13889, 'Coleen Saye', 443631554, '1976-09-10', 'Wuppertal');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13890, 'Barnett Athy', 891987952, '1964-05-18', 'Guohe');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13891, 'Gale Legging', 469902218, '1952-01-04', 'Tigpalay');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13892, 'Emmie Pawlett', 469586420, '2003-04-03', 'Pakuwon');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13893, 'Leonid Haslewood', 708185621, '1974-08-20', 'Banyuurip');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13894, 'Flori Gorke', 981557349, '1995-03-10', 'Ljupina');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13895, 'Susan Huck', 782337481, '1986-12-28', '‘Amrān');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13896, 'Ibbie Eddow', 419757745, '1999-01-04', 'Kawayan');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13897, 'Flemming Etherson', 422183098, '2004-09-17', 'Polowat');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13898, 'Lisle Kender', 764501720, '1944-07-17', 'Xidajie');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13899, 'Leila Hyne', 228094137, '1939-04-20', 'Shache');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13900, 'Arlyn Brumham', 431967431, '1953-04-22', 'Bol’shoye Selo');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13901, 'Maurits McLauchlin', 214183893, '1999-11-13', 'Klampok');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13902, 'Ayn Pinsent', 941502726, '1957-11-11', 'Nakhon Nayok');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13903, 'Dukey Kunzler', 146785454, '1984-11-08', 'Sokolac');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13904, 'Codie Shear', 904101800, '1993-03-10', 'Neftekamsk');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13905, 'Stormie Matiebe', 745795656, '1986-11-29', 'Желино');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13906, 'Garrett Pinson', 620685164, '1987-03-18', 'Uuemõisa');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13907, 'Jimmy Carpmile', 607289324, '1955-06-15', 'Charlesland');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13908, 'Dallon Goldfinch', 914396552, '1972-10-12', 'Lurugan');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13909, 'Ray Durant', 701520259, '2004-09-03', 'Zaprudnya');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13910, 'Erin Martschik', 240862266, '1985-04-18', 'Rangxi');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13911, 'Averill Mousby', 743046619, '1981-02-03', 'Portela');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13912, 'Pat Pigne', 994908143, '1955-07-16', 'Ma’an');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13913, 'Carma Lister', 533494798, '1948-08-26', 'Weetombo');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13914, 'Megen Cicchillo', 400377803, '1943-01-03', 'Staryy Dobrotvir');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13915, 'Olia Davidy', 916322675, '1979-05-12', 'Zamboanga');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13916, 'Sharai Sedgebeer', 992980640, '1982-08-11', 'Xinxu');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13917, 'Rolf Hartin', 407334024, '1979-06-20', 'Wuhu');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13918, 'Lurline Howis', 897051893, '1941-10-04', 'Registro');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13919, 'Juliana Fossitt', 595962545, '1972-10-24', 'Lukavice');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13920, 'Darcie Chidgey', 306088236, '1942-05-01', 'Miyazaki-shi');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13921, 'Dolley Mattia', 629998400, '1948-10-29', 'San Cristobal');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13922, 'Viki Peploe', 895698371, '1993-02-28', 'Mandalay');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13923, 'Mei Veelers', 231042258, '1988-10-11', 'Al Ḩayfah');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13924, 'Natal Gillfillan', 963275630, '1941-10-29', 'Yanino Vtoroye');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13925, 'Bren Martynka', 205297125, '2001-02-28', 'Néa Pélla');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13926, 'Quill Skayman', 319086754, '1990-03-10', 'Wutan');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13927, 'Ari Rowth', 782709882, '1973-10-16', 'Hrastnik');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13928, 'Steve Rennebach', 434926652, '1938-03-05', 'Bobowo');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13929, 'Andreana Bonelle', 362523698, '1986-09-19', 'Petung');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13930, 'April Crosskill', 525636526, '1986-02-19', 'Puputan');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13931, 'Shayne Burleigh', 883381005, '1977-07-15', 'Cẩm Phả');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13932, 'Jacinta Nutley', 461707948, '1966-02-14', 'Lukolela');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13933, 'Dorthy MacDearmont', 525619167, '1954-07-17', 'Mingoyo');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13934, 'Ingeberg Jenoure', 158834586, '2002-08-06', 'Västervik');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13935, 'Penelope Southerden', 868005343, '1997-06-16', 'Raşad');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13936, 'Hamel Fradson', 438628380, '1976-12-11', 'Lorena');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13937, 'Loella Lansly', 610472930, '1963-08-03', 'Neringa');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13938, 'Ara Carlsson', 156917433, '1990-11-07', 'Dungang');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13939, 'Astrid Ousley', 461509800, '2005-04-14', 'Mizhhir’ya');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13940, 'Indira Minnette', 557342864, '1944-02-15', 'Villa Serrano');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13941, 'Christi Mechi', 428439830, '1945-07-05', 'Gotovlje');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13942, 'Tootsie Gauchier', 711787581, '1978-02-05', 'Ten’gushevo');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13943, 'Gusti Antoney', 551466452, '1973-07-27', 'Manicaragua');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13944, 'Agnesse Crowcher', 802392637, '1946-07-02', 'Babakanloa');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13945, 'Mordy Kiessel', 387274294, '1995-08-25', 'Sirinhaém');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13946, 'Elsi Cashmore', 574814967, '1968-09-28', 'Capulaan');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13947, 'Wakefield Genn', 366826066, '1990-12-09', 'Tanglag');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13948, 'Zane Roughan', 830058587, '2001-09-08', 'Orodo');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13949, 'Falkner Goodinge', 486439086, '1944-06-06', 'Tai’an');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13950, 'Babara Gorwood', 412006934, '2004-12-10', 'Sergokala');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13951, 'Conchita Mc Ilory', 460002149, '1986-10-19', 'Runting');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13952, 'Rhona Blincow', 804011826, '1997-11-05', 'Sao Hai');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13953, 'Luce Gusticke', 694873833, '2004-07-26', 'Liangchahe');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13954, 'Maryanne Lutton', 890275723, '1996-11-10', 'Nerk’in Getashen');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13955, 'Tamera Todaro', 293680153, '1981-05-30', 'Conner');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13956, 'Birk Stirrip', 445059024, '1954-04-14', 'Vejprnice');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13957, 'Cristabel Guerola', 368165102, '1978-12-15', 'Rawa Mazowiecka');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13958, 'Nora Bercher', 203654400, '1937-01-10', 'Seabra');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13959, 'Phebe Chetter', 980447980, '1954-06-21', 'Dobrzeń Wielki');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13960, 'Lane Zolini', 573602828, '1996-10-18', 'Deneysville');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13961, 'Celestine Huntress', 370524793, '1944-07-26', 'Poyang');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13962, 'Katya Jochens', 624032106, '1961-01-17', 'Deán Funes');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13963, 'Leoine Pietrasik', 357463155, '1947-12-29', 'Suwaluh');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13964, 'Rriocard Penzer', 475782523, '1949-06-18', 'Jiaozuo');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13965, 'Iorgos Gullen', 965491248, '1970-01-29', 'Kökar');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13966, 'Vernor Legate', 961143597, '1955-06-10', 'Chillán');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13967, 'Michele Yea', 400363575, '1954-07-12', 'Mogapinyana');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13968, 'Marion Ulyatt', 507149670, '1936-01-25', 'Garisul');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13969, 'Ernst O''Neal', 405175184, '1983-07-08', 'Banjarejo');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13970, 'Gram O'' Neligan', 930287902, '1958-02-27', 'Haninge');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13971, 'Adena Mingo', 284141864, '1987-10-19', 'San Jose');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13972, 'Hannah Lammerich', 438845402, '1948-02-23', 'Kudang');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13973, 'Edeline Hay', 707878643, '1965-01-26', 'Grivenskaya');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13974, 'Coleman Barfford', 146639136, '1950-09-25', 'Balally');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13975, 'Valene Mickleborough', 984123852, '1978-12-02', 'Mafeng');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13976, 'Anatole Ridgley', 557365797, '1953-09-01', 'Pointe-à-Pitre');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13977, 'Tybie Aronov', 550258318, '2005-06-24', 'Shuyuan Zhen');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13978, 'Major Gravestone', 169273213, '1952-04-27', 'Jiagao');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13979, 'Pierette Abrami', 472086260, '1943-09-05', 'Buenlag');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13980, 'Dannie Roiz', 850543195, '1972-08-12', 'Kolkhozobod');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13981, 'Cchaddie Carcas', 407803867, '1999-06-26', 'Yashiro');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13982, 'Ludovico Skerm', 590815176, '1943-02-14', 'Soanindrariny');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13983, 'Rakel Lorryman', 539454357, '1966-02-12', 'Bebedouro');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13984, 'Cara Shevels', 734941982, '2002-06-28', 'København');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13985, 'Etti McSporon', 440628134, '1960-12-17', 'Slavgorod');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13986, 'Vassily Grichukhanov', 521484626, '1941-04-24', 'Taiyu');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13987, 'Phyllys Duxbury', 656322452, '1954-03-20', 'Emiliano Zapata');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13988, 'Daniela Gladbach', 406072259, '1960-06-06', 'Nestório');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13989, 'Oberon Vedyashkin', 622092680, '1966-07-01', 'Bayonne');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13990, 'Mathe O''Dooghaine', 665420623, '1987-08-09', 'Narawayong');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13991, 'Killy Pelfer', 988188117, '1975-12-25', 'Cotonou');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13992, 'Hanan Joubert', 647204267, '1981-10-29', 'Lete');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13993, 'Sara Gruczka', 126440394, '1944-08-09', 'Sịa');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13994, 'Nate Wainer', 187547344, '1942-04-26', 'Ryazan’');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13995, 'Gamaliel Fulun', 242939473, '1958-01-11', 'Capayán');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13996, 'Elvira Harriott', 689674756, '1955-03-06', 'Derhachi');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13997, 'Rora Webermann', 598374398, '1939-04-01', 'Gīdolē');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13998, 'Hilda Doutch', 390185158, '1970-03-28', 'Valle de Guanape');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (13999, 'Gray Pylkynyton', 124538253, '1939-05-11', 'Liuji');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (14000, 'Jorry Heinish', 373655897, '2005-02-14', 'Gamboula');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (14001, 'Yoshiko Wardhough', 234645393, '1988-11-30', 'Groningen');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (14002, 'Kylen Sushams', 725673506, '1955-12-21', 'Buenavista');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (14003, 'Jodee Szimoni', 289537142, '1957-07-13', 'Zhangcunping');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (14004, 'Liz Stelfax', 300403967, '1954-05-30', 'Kayakent');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (14005, 'Fonzie Hendricks', 498374856, '1981-11-29', 'Karlobag');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (14006, 'Shela Jonson', 407374156, '1988-12-21', 'Jalālābād');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (14007, 'Kiel Giraux', 559347451, '1935-11-23', 'Madīnat Sittah Uktūbar');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (14008, 'Gertrude Kort', 573204449, '1968-05-01', 'Subottsi');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (14009, 'Hi Prate', 412939891, '1953-11-04', 'Ośno Lubuskie');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (14010, 'Felecia Deaconson', 508655140, '1935-12-30', 'Rūdiškės');
insert into cliente (id_cliente, nome, nif, data_nasc, cidade) values (14011, 'Edie Dixon', 807088794, '1941-07-14', 'Parbatipur');
